Search No,Source Folder,Source code,Summary of what was found,Detailed description of what was found,Source name,URLs extracted
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-007,"LyondellBasell’s BMW bumper example shows a PP foaming material that reduced vehicle weight while meeting requirements for scratch resistance, surface finish, performance, and aesthetics.","Material/technology route covered: foamed polypropylene for visible exterior parts. Original industry use case: automotive bumpers. Possible cosmetic transfer use case: visible PP outer shells, cap shrouds, refill cases, compacts, and durable overcaps requiring cosmetic-grade appearance and lighter weight. Weight/material reduction relevance: appearance-sensitive and performance-critical use case makes it relevant to beauty packaging, where finish matters. Premium versus mass-market fit: relevant to both, especially masstige/premium components where tactile and visual quality cannot collapse. Limitations/caution: packaging-specific tooling and finish trials are needed, but this source supports foamed PP beyond hidden industrial parts.",LYB helps BMW build a better bumper — LyondellBasell — https://www.lyondellbasell.com/en/media-insights/lyb-helps-bmw-build-a-better-bumper,https://www.lyondellbasell.com/en/media-insights/lyb-helps-bmw-build-a-better-bumper
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-008,LyondellBasell says its polypropylene compounds for exterior automotive use include low-density grades and support molding of large thin-walled components that contribute to part-weight reduction.,"Material/technology route covered: low-density, high-flow PP compounds for thin-wall molding. Original industry use case: automotive exterior parts such as bumpers, mirrors, grilles, wheel covers, and trim. Possible cosmetic transfer use case: thin-wall jars, tray components, cap skirts, compact shells, secondary pack trays, and display parts where lower-mass polypropylene is preferable to ABS or heavier engineered plastics. Weight/material reduction relevance: high-flow, low-density PP can be used in large molded skins while reducing weight. Premium versus mass-market fit: strongest near-term fit for mass-market beauty and personal care because PP is scalable. Limitations/caution: transfer should focus first on non-contact or compatibility-cleared parts, but the family is practical.",Exterior automotive applications — LyondellBasell — https://www.lyondellbasell.com/en/our-solutions/products/polymers/application/exterior-automotive-applications/,https://www.lyondellbasell.com/en/our-solutions/products/polymers/application/exterior-automotive-applications/
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-009,"Covestro says its polycarbonate and PC-blend resins are used in consumer electronics housings and are suitable for thin-wall designs, with impact resistance, heat resistance, dimensional stability, and high-gloss/custom-color aesthetics.","Material/technology route covered: thin-wall polycarbonate and PC blends. Original industry use case: electronics housings, smart devices, security camera housings, and power-device enclosures. Possible cosmetic transfer use case: premium outer cases, clear caps, durable compact shells, device-like refill housings, and glass-replacement decorative shells. Weight/material reduction relevance: value comes from thin-wall capability plus premium appearance rather than lowest mass alone. Premium versus mass-market fit: primarily premium/luxe and device-packaging logic, not commodity body-care bottles. Limitations/caution: supports PC as a premium transfer route, not a universal substitute for PP/PE; focus on visual value-added and non-contact parts first.",Housing & insulation: Rugged polycarbonates for safer power applications — Covestro — https://solutions.covestro.com/en/highlights/articles/theme/applications/housing-and-insulation,https://solutions.covestro.com/en/highlights/articles/theme/applications/housing-and-insulation
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-010,"SABIC’s consumer-electronics structural-solutions page shows thin-wall materials for phones, tablets, and laptops that can support design integration, process simplification, elimination of painting, and NCVM/PVD metallizing for metallic looks.","Material/technology route covered: thin-wall engineering plastics and metallizable electronics resins. Original industry use case: mobile-phone, tablet, and laptop housings/frames. Possible cosmetic transfer use case: metal-look compact cases, cap shrouds, lipstick shells, refillable outer packs, and prestige accessories where brands want a metallic effect without fully metal parts. Weight/material reduction relevance: can replace heavier metal shells or multi-step painted parts with lighter molded plastics plus thin metallic deposition. Premium versus mass-market fit: strongest for premium/luxe; selective masstige use if appearance value is high. Limitations/caution: screen carefully for recyclability and coating/finish compatibility because metallic-look plastics can add complexity.",Structural Solutions — SABIC — https://www.sabic.com/en/industries/electrical-and-electronics/industrial-applications/structural-solutions,https://www.sabic.com/en/industries/electrical-and-electronics/industrial-applications/structural-solutions
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-011,Covestro and Dell used a Bayblend PC/ABS grade with 30% post-consumer recyclate in notebook parts while meeting demanding engineering specifications.,"Material/technology route covered: recycled-content engineering plastics. Original industry use case: notebook components in closed-loop electronics recycling. Possible cosmetic transfer use case: recycled-content premium shells, refill cases, durable caps, or accessories where commodity PCR PP/PE is insufficient and stronger engineering-plastic aesthetics are desired. Weight/material reduction relevance: more about circularity than density reduction, but proves demanding visible/durable parts can use PCR in an engineered polymer system. Premium versus mass-market fit: premium/luxe or durable masstige, not entry-price packs. Limitations/caution: described grade is flame-retarded and mineral-filled for electronics, so it supports engineering feasibility but not automatic cosmetic-packaging compliance or contact use.",Electronics plastics — Covestro — https://solutions.covestro.com/en/highlights/articles/cases/2023/closed-loop-study-with-dell-technologies,https://solutions.covestro.com/en/highlights/articles/cases/2023/closed-loop-study-with-dell-technologies
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-012,"Avient launched a customized ABS formulation with metallic effect for electronics that helps eliminate painting while delivering scratch resistance, chemical resistance, and a metallic visual effect.","Material/technology route covered: pre-colored metallic-effect ABS. Original industry use case: consumer electronics housings. Possible cosmetic transfer use case: metal-look overcaps, compact cases, lipstick shells, and refillable outer components that currently use painted plastics or true metal cladding. Weight/material reduction relevance: relevant where brands use metal mainly for appearance because it offers a lighter molded-plastic path to a metal-like look. Premium versus mass-market fit: mainly premium/luxe and masstige. Limitations/caution: ABS should still be screened against PP/PE priorities and end-of-life strategy before broad use in cosmetics.",New Artisan ABS Thermoplastic Solution from Avient Features Metallic Effect for Electronics Brands — Avient — https://www.avient.com/news/new-artisan-abs-thermoplastic-solution-avient-features-metallic-effect-electronics-brands,https://www.avient.com/news/new-artisan-abs-thermoplastic-solution-avient-features-metallic-effect-electronics-brands
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-013,"Magnesium alloy is one of the lightest structural materials, but it is highly reactive and quick to corrode in vehicle environments, often requiring zinc, nickel, or chrome plating that is more challenging than plating many other substrates.","Material/technology route covered: magnesium alloy shells/components. Original industry use case: automotive wheels, brake systems, power steering parts, support brackets, and housings. Possible cosmetic transfer use case: extreme-lightweight prestige shells or accessories where very low mass is worth process complexity. Weight/material reduction relevance: magnesium belongs in the longlist as a true lightweight metal. Premium versus mass-market fit: specialty premium only. Limitations/caution: likely reject for most cosmetics because corrosion/plating challenges require coatings, finish control, and higher process complexity than standard beauty economics can support.",Demand for Plated Magnesium Alloys in the Automotive Market — AZoM / Hitachi High-Tech Analytical Science — https://www.azom.com/article.aspx?ArticleID=18272,https://www.azom.com/article.aspx?ArticleID=18272
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-014,"Boeing states carbon-fiber composites in the 787 structure contribute to lower fuel usage, reduced maintenance costs, and longer range.","Material/technology route covered: carbon-fiber composites. Original industry use case: aerospace primary structures. Possible cosmetic transfer use case: limited-edition prestige shells, refill frames, or decorative structural accents where advanced-composite branding is part of the proposition. Weight/material reduction relevance: aerospace evidence confirms very high lightweighting potential. Premium versus mass-market fit: ultra-premium or special-edition only, if at all. Limitations/caution: aircraft-structure evidence supports carbon fiber as a performance benchmark rather than a realistic mainstream beauty-packaging route; include only to transparently filter out later.",787 Dreamliner By Design — Boeing — https://www.boeing.com/commercial/787/by-design,https://www.boeing.com/commercial/787/by-design
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-015,ORNL says the greatest hurdle to wider carbon-fiber-composite use in transportation is the high cost of carbon fiber compared with other candidate materials.,Material/technology route covered: low-cost carbon-fiber development and commercialization limits. Original industry use case: transportation lightweighting. Possible cosmetic transfer use case: early rejection filter for mainstream beauty packaging and most premium formats unless an unusually strong refill/reuse business case exists. Weight/material reduction relevance: confirms why carbon fiber belongs in the scan but likely fails price-first screens. Premium versus mass-market fit: generally unsuitable for mass-market and selective even in premium. Limitations/caution: not packaging-specific but useful to prevent unrealistic recommendations.,Low Cost Carbon Fibre for Automotive Applications Part 1: Low Cost Carbon Fibre Development — Oak Ridge National Laboratory — https://www.ornl.gov/publication/low-cost-carbon-fibre-automotive-applications-part-1-low-cost-carbon-fibre-development,https://www.ornl.gov/publication/low-cost-carbon-fibre-automotive-applications-part-1-low-cost-carbon-fibre-development
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-016,"Smurfit’s honeycomb packaging is a paper-based solution with superior strength while being lightweight, designed to protect products and absorb shock during transport.","Material/technology route covered: honeycomb paperboard protective structures. Original industry use case: industrial/e-commerce protective packaging. Possible cosmetic transfer use case: e-commerce beauty protection, premium kit inserts, fragile pack buffers, protective trays, and secondary display/protection components that currently rely on EPS or heavier corrugated structures. Weight/material reduction relevance: strong route for tertiary and secondary packaging because it combines low weight and cushioning/protection. Premium versus mass-market fit: both, especially premium gift sets, fragrance, glass skincare, and e-commerce. Limitations/caution: check finish, dusting, and moisture/exposure suitability for each cosmetic pack architecture; as transport-protection material it is highly credible.",Honeycomb Packaging (Hexacomb) — Smurfit Westrock / Smurfit Kappa — https://www.smurfitkappa.com/products-and-services/packaging/hexacomb-packaging,https://www.smurfitkappa.com/products-and-services/packaging/hexacomb-packaging
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-017,"Sonoco’s protective die-cuts and pads include fiber or chip sheets made with 100% uncoated recycled paperboard, plus corrugated die-cuts and pads for high-speed production.","Material/technology route covered: recycled-fiber die-cuts, pads, and corrugated protective inserts. Original industry use case: protective industrial packaging for retail and transit. Possible cosmetic transfer use case: replacement of foam/plastic inserts in gift sets, skincare kits, first-aid/personal-care bundles, transit pads for glass packs, and lightweight secondary/tertiary internal fitments. Weight/material reduction relevance: practical scaled fiber route for reducing plastic insert use while staying light and recyclable. Premium versus mass-market fit: broad fit across premium and mass-market. Limitations/caution: later screening should determine minimum caliper/ply needed for each fragility class; route is commercially mature and scalable.",Die Cuts & Pads — Sonoco — https://www.sonoco.com/na/products/industrial-paper-packaging/protective-packaging-products/partitions/die-cuts-pads,https://www.sonoco.com/na/products/industrial-paper-packaging/protective-packaging-products/partitions/die-cuts-pads
10,10_Auto_Aerospace_Electronics_Lightweight_Material_Scan,S10-018,"Pregis says its hybrid air-cushion system is 99% air once inflated, does not add package weight in practice, and reduces transport burden because one pallet is equivalent to almost one-and-a-half truckloads of bubble.","Material/technology route covered: ultra-light inflatable cushioning. Original industry use case: inside-the-box industrial/e-commerce protection. Possible cosmetic transfer use case: tertiary protection for fragile beauty products, especially e-commerce shipments of glass fragrance, skincare sets, and premium samples/kits where transportation weight is critical. Weight/material reduction relevance: strongest weight-first tertiary route because the cushioning medium is mostly air. Premium versus mass-market fit: both, especially direct-to-consumer channels. Limitations/caution: film-based protective solution, so screen against paper/fiber routes where recyclability or plastic reduction is prioritized; on pure weight logic it is highly compelling.",AirSpeed Ascent Packaging System | Hybrid Cushioning — Pregis — https://uk.pregis.com/eu-solutions/by-need/inside-the-box-protection/cushioning-coiling/hybrid-cushioning/ascent-cfcc8761/,https://uk.pregis.com/eu-solutions/by-need/inside-the-box-protection/cushioning-coiling/hybrid-cushioning/ascent-cfcc8761/
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-001,"Thin-wall injection molding is described as packaging with wall thickness often below 1 mm; it is positioned as a lightweight, precise, cost-efficient route and is explicitly linked to cosmetic jars, lipstick tubes, and compact cases.","Material or technology route covered: thin-wall injection molding. Packaging format relevance: cosmetic jars, lipstick tubes, compact cases, and rigid beauty components. Weight/material reduction evidence: thin-wall molding reduces plastic usage and can shorten cooling times while supporting complex shapes. Cosmetic/personal care transfer relevance: supports rigid beauty packs as realistic thin-wall candidates rather than purely food-packaging transfers. Premium versus mass-market fit: strongest for mass-market rigid components, with premium use possible if finish and haptics are maintained. Performance/limitation notes: equipment-supplier technical overview, not a pack-by-pack commercial case study. Use in screening: define thin-wall molding as a viable process route for cream jars, lipstick tubes, and compact cases.",Thin Wall Injection Molding for Consumer Packaging: Trends & Innovations — YIZUMI — https://www.yizumi.com/en/news/product/industry-trend/thin-wall-injection-molding-for-consumer-packaging-trends-innovations,https://www.yizumi.com/en/news/product/industry-trend/thin-wall-injection-molding-for-consumer-packaging-trends-innovations
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-002,Graham’s AccuStrength technology uses targeted material placement to make containers up to 15% lighter while retaining structural integrity.,"Material or technology route covered: targeted material placement for rigid bottles. Packaging format relevance: primary rigid bottles, especially oval or rectangular plastic bottles. Weight/material reduction evidence: up to 15% lighter while retaining structural integrity. Cosmetic/personal care transfer relevance: viable for PET/HDPE-style cosmetics and personal-care bottles where grams can be removed from the body while preserving performance. Premium versus mass-market fit: strongest for mass-market and high-volume personal-care bottles; possible masstige use if appearance is unchanged. Performance/limitation notes: source does not publish exact cosmetic SKUs or full pack-weight data. Use in screening: shortlist for rigid-bottle lightweighting without changing pack size or overall format.",Graham Packaging Optimizes Lightweighting and Sustainability with AccuStrength Technology — Graham Packaging — https://www.grahampackaging.com/insights/graham-packaging-optimizes-lightweighting-and-sustainability-with-accustrength-technology/,https://www.grahampackaging.com/insights/graham-packaging-optimizes-lightweighting-and-sustainability-with-accustrength-technology/
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-003,Amcor’s Quantum PET finish technology removes more than 50% of the material and weight from the bottle finish while maintaining a premium look and feel and allowing up to 100% recycled material use.,"Material or technology route covered: lightweight PET neck/finish technology. Packaging format relevance: PET bottles and bottle-finish/thread areas. Weight/material reduction evidence: more than 50% material and weight removed from the bottle finish. Cosmetic/personal care transfer relevance: supports a same-function, less-resin route for personal-care PET bottles, especially where finish weight is significant. Premium versus mass-market fit: relevant to masstige or prestige PET packs because the source says premium look and feel can be maintained. Performance/limitation notes: focused on finish optimization, not a full-bottle weight reduction figure. Use in screening: include neck/finish optimization as a separate lightweighting lever, not just bottle-body downgauging.",Lightweighting Technology Launches Quantum Leap for Packaging — Amcor — https://www.amcor.com/media/news/lightweighting-technology-quantum,https://www.amcor.com/media/news/lightweighting-technology-quantum
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-004,"ENGEL states material can account for up to 70% of total cost of ownership in thin-wall molding; reducing wall thickness to 0.4 mm cut part weight/material use by 20% to 21.56 g, with cycle times below 2 seconds.","Material or technology route covered: ultra-thin-wall injection molding. Packaging format relevance: PP tubs, jars, pails, lids, and high-volume rigid packs. Weight/material reduction evidence: 20% part weight/material reduction to 21.56 g in an example; material can represent up to 70% of TCO; cycle times below 2 seconds are possible. Cosmetic/personal care transfer relevance: supports high-volume beauty and personal-care tubs/jars where small gram savings scale across continuous production. Premium versus mass-market fit: core mass-market scalability source. Performance/limitation notes: example is food pail rather than cosmetics; high injection speed, consistency, and tight machine control are needed to avoid rejects. Use in screening: treat as evidence that thin-wall PP can be economically compelling but process-sensitive.",Reduced wall-thickness for thin-walled packaging: From the thin-wall to the ultra-thin-wall pail — ENGEL — https://www.engelglobal.com/en/blog/reduced-wall-thickness-for-thin-wall-packaging,https://www.engelglobal.com/en/blog/reduced-wall-thickness-for-thin-wall-packaging
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-005,"SABIC’s thin-wall packaging platform highlights good flow behavior, fast crystallization, top-load performance, down-gauging possibilities, and lower cost via shorter production cycles for PP and PE packaging.","Material or technology route covered: high-flow PP/PE resins for thin-wall packaging. Packaging format relevance: PP jars/tubs, lids, caps, closures, and stackable packaging. Weight/material reduction evidence: supports downgauging through flow, crystallization, top-load performance, and shorter cycles. Cosmetic/personal care transfer relevance: high-flow PP/PE grades are foundational for mass-market thin-wall conversion in beauty packaging. Premium versus mass-market fit: strongest for mass-market; selected premium secondary/internal parts possible. Performance/limitation notes: supplier overview and does not provide pack-specific gram savings. Use in screening: use as material-enabler evidence for thin-wall PP/PE rigid components.",Thin Wall Packaging — SABIC — https://www.sabic.com/en/industries/packaging/consumer-non-food/thin-wall-packaging,https://www.sabic.com/en/industries/packaging/consumer-non-food/thin-wall-packaging
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-006,"Trexel’s P-Series MuCell thin-wall packaging system reports 3% material reduction on a 6 oz cup and enables thinner base and sidewalls while keeping a thicker sealing rim, with less resin use and lower energy consumption.","Material or technology route covered: MuCell microcellular foaming for thin-wall packaging. Packaging format relevance: tubs, refill cups, lids, and selected plastic secondary components. Weight/material reduction evidence: 3% material reduction on a 6 oz cup and selective thinning of base/sidewalls while preserving a thicker sealing rim. Cosmetic/personal care transfer relevance: useful where reducing resin mass is important but local rigidity/sealing areas must be preserved. Premium versus mass-market fit: mass-market and selected premium internal/refill components if surface quality passes. Performance/limitation notes: examples are not beauty packs; premium-surface acceptance needs validation. Use in screening: shortlist as a process/material-structure route where standard wall thinning would weaken functional areas.",Packaging Molding with Thin Walls / P-300 SCF Delivery System — Trexel — https://trexel.com/industries/packaging-molding/ ; https://trexel.com/wp-content/uploads/2025/02/Trexel_P-300_datasheet_2019_FINAL.pdf,https://trexel.com/industries/packaging-molding/ ; https://trexel.com/wp-content/uploads/2025/02/Trexel_P-300_datasheet_2019_FINAL.pdf
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-007,"Amcor’s Function of Beauty case used 100% premium-grade rPET for custom shampoo and conditioner bottles while maintaining consumer experience and saving about 350,000 pounds of virgin resin annually.",Material or technology route covered: 100% rPET beauty bottles. Packaging format relevance: shampoo and conditioner bottles. Weight/material reduction evidence: source focuses on virgin resin displacement rather than explicit wall-gauge thinning; PET/rPET remains a lightweight shatter-resistant bottle route compared with heavier materials. Cosmetic/personal care transfer relevance: direct beauty-sector example that rPET bottles can preserve consumer experience. Premium versus mass-market fit: mass-market and masstige; possible premium where rPET appearance meets requirements. Performance/limitation notes: recycled-content evidence rather than explicit downgauging. Use in screening: keep rPET bottles as a commercially acceptable beauty-pack route alongside thin-wall PET work.,"Amcor designed the bottle, the consumer designs the shampoo — Amcor — https://www.amcor.com/insights/case-studies/function-of-beauty",https://www.amcor.com/insights/case-studies/function-of-beauty
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-008,"Neopac’s Eco-Stripped Tube uses 30% less plastic than standard versions; it builds on a lightweight tube with sleeve wall thickness reduced from 0.5 mm to 0.35 mm without sacrificing product protection, haptics, esthetics, or key qualities.","Material or technology route covered: lightweight/downgauged tubes. Packaging format relevance: PE, PP, and coextruded skincare, sunscreen, hand cream, and personal-care tubes. Weight/material reduction evidence: 30% less plastic and sleeve wall reduction from 0.5 mm to 0.35 mm. Cosmetic/personal care transfer relevance: direct commercial tube lightweighting relevant to beauty and personal care. Premium versus mass-market fit: useful for both; valuable for premium caution analysis because haptics and aesthetics are explicitly addressed. Performance/limitation notes: no detailed filling-line or formula matrix provided. Use in screening: shortlist downgauged tubes as a core route where consumer pack size remains unchanged.","Neopac Introduces Eco-Stripped Tube with 30% Less Plastics, Including Slimmed-Down Shoulder & Cap — Hoffmann Neopac — https://www.hoffmann-neopac.com/hu/hirek-esemenyek/neopac-introduces-eco-stripped-tube-with-30-less-plastics-including-slimmed-down-shoulder-cap",https://www.hoffmann-neopac.com/hu/hirek-esemenyek/neopac-introduces-eco-stripped-tube-with-30-less-plastics-including-slimmed-down-shoulder-cap
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-009,Albéa’s EcoFusion Top is a two-in-one solution that delivers more than 80% weight reduction in the top solution and about 55% weight reduction for the whole tube versus standard tubes.,"Material or technology route covered: lightweight tube top/shoulder/closure architecture. Packaging format relevance: cosmetic and personal-care tubes. Weight/material reduction evidence: more than 80% top-solution weight reduction and around 55% whole-tube weight reduction versus standard tubes. Cosmetic/personal care transfer relevance: shows that tube head/cap systems can hold large plastic-saving potential beyond sleeve thickness. Premium versus mass-market fit: strong for mass-market and premium if decoration/formula/filling compatibility are validated. Performance/limitation notes: proprietary design and may not fit every decoration, formula, or filling combination. Use in screening: evaluate tubes by sleeve plus shoulder/cap/top system, not sleeve gauge alone.",Albéa’s EcoFusion Top – unrivalled weight reduction — Albéa — https://www.albea-group.com/article/market-first-albeas-ecofusion-top-unrivalled-weight-reduction,https://www.albea-group.com/article/market-first-albeas-ecofusion-top-unrivalled-weight-reduction
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-010,Aptar’s Disc Top Lite closure is 23% lighter than a standard alternative and is positioned as combining lightweight efficiency with a premium look and feel.,"Material or technology route covered: lightweight disc-top closure. Packaging format relevance: shampoo, body wash, lotion, and personal-care bottles. Weight/material reduction evidence: 23% lighter than Aptar’s standard closure alternative. Cosmetic/personal care transfer relevance: closure grams can be reduced without visibly degrading appearance. Premium versus mass-market fit: especially relevant for masstige and premium brands because premium look and feel are preserved. Performance/limitation notes: comparison is against Aptar’s standard closure, not a market-wide benchmark. Use in screening: create a closure-lightweighting workstream alongside bottle-body and tube-body lightweighting.","2 in. Disc Top Lite | 24mm Custom Thread, Logo Insertable Closure — Aptar — https://aptar.com/en-us/products/2-disc-top-lite-closure",https://aptar.com/en-us/products/2-disc-top-lite-closure
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-011,"Aptar’s Minia flexible-pouch fitment is a one-piece, 100% polyethylene closure for beauty and personal care pouches; it weighs less than 1 gram, is PCR-capable, and is ISTA 6 e-commerce capable.","Material or technology route covered: ultra-light one-piece PE pouch fitment. Packaging format relevance: mini pouches, samples, refills, and small flexible packs. Weight/material reduction evidence: fitment weighs less than 1 gram and is mono-PE. Cosmetic/personal care transfer relevance: important for samples, mini sizes, sachet-to-pouch upgrades, and refill formats. Premium versus mass-market fit: high-priority for mass-market and refill/sample programs; premium use possible for trial sizes. Performance/limitation notes: intended pack size range is 7–50 ml, so not a direct substitute for full-size rigid bottles or jars. Use in screening: prioritize for small-format and refill applications where closure weight and material simplification matter.",Minia One-Piece Flexible Fitment Closure for Mini Pouches — Aptar — https://aptar.com/en-us/products/minia-flexible-fitment-closure,https://aptar.com/en-us/products/minia-flexible-fitment-closure
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-012,Dow’s INNATE TH60 resin is positioned for PE-film downgauging by improving toughness without compromising stiffness; it offers flex-crack resistance and supports packaging designed for recyclability.,"Material or technology route covered: downgauged PE flexible films enabled by tough/stiff resin. Packaging format relevance: mono-PE refill packs, reserve packs, sachets, and pouches. Weight/material reduction evidence: supports downgauging through toughness and flex-crack resistance rather than simple thinning. Cosmetic/personal care transfer relevance: mass-market flexible refills and pouches for beauty/personal care. Premium versus mass-market fit: strongest mass-market route; potential premium refill use. Performance/limitation notes: resin data page rather than end-pack case study. Use in screening: flexible downgauging must be tied to toughness/crack resistance, not thinner gauge alone.",INNATE TH60 Precision Packaging Resin — Dow — https://www.dow.com/en-us/pdp.innate-th60-precision-packaging-resin.453388z.html,https://www.dow.com/en-us/pdp.innate-th60-precision-packaging-resin.453388z.html
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-013,"Mondi reduced a coextruded barrier film structure from the usual 66–70 microns to 50 microns, resulting in about 25% less material and lower transport weight.","Material or technology route covered: downgauged coextruded barrier film. Packaging format relevance: barrier flexible packs, pouches, and refill formats. Weight/material reduction evidence: thickness reduced to 50 microns from 66–70 microns, creating about 25% less material and lower transport weight. Cosmetic/personal care transfer relevance: supports exploration of downgauged pouches/refills where barrier remains necessary. Premium versus mass-market fit: strongest for mass-market refill and pouch formats. Performance/limitation notes: food/bag-in-box example, so fragrance, oil, and cosmetic formula-specific barrier requirements need testing. Use in screening: include downgauged barrier films as a route where barrier engineering can preserve function while cutting material.","Mondi continues to innovate with sustainable solutions, with next generation of Bag-in-Box technical films — Mondi — https://www.mondigroup.com/news-and-insight/2018/mondi-continues-to-innovate-with-sustainable-solutions-with-next-generation-of-bag-in-box-technical-films/",https://www.mondigroup.com/news-and-insight/2018/mondi-continues-to-innovate-with-sustainable-solutions-with-next-generation-of-bag-in-box-technical-films/
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-014,"APR’s PET Thermoform Packaging Design Resource says PET thermoforms can be designed to be compatible with the PET bottle stream; key considerations include clear PET with specified IV and recognized PET-compatible labels, inks, and adhesives.","Material or technology route covered: PET thermoform design for recycling. Packaging format relevance: thermoformed PET trays, insert pods, display components, and thin-gauge PET parts. Weight/material reduction evidence: design-for-recycling source rather than mechanical lightweighting case study; relevant because material-efficient thermoforms must also maintain recyclability. Cosmetic/personal care transfer relevance: secondary trays, inserts, and display components in beauty. Premium versus mass-market fit: both, especially for transparent trays and inserts. Performance/limitation notes: not a weight-reduction case study. Use in screening: apply as recyclability screen for PET tray/insert routes so downgauging does not create end-of-life issues.",PET Thermoform Packaging Design Resource Document — Association of Plastic Recyclers — https://plasticsrecycling.org/documents/res-pet-01/,https://plasticsrecycling.org/documents/res-pet-01/
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-015,"Nefab describes thermoforming as a cost-effective process for lightweight packaging; trays, cushions, inserts, clamshells, and inner fittings can be made in thin to heavy gauge and with up to 100% recycled content.","Material or technology route covered: thermoformed protective packaging. Packaging format relevance: secondary and tertiary plastic components such as trays, cushions, inserts, clamshells, and inner fittings. Weight/material reduction evidence: thermoforming is positioned as cost-effective and lightweight; materials include HDPE, PET, ABS, and PP and can include up to 100% recycled content. Cosmetic/personal care transfer relevance: protective trays, shipping inserts, and durable inner fittings for beauty. Premium versus mass-market fit: both, depending on finish and fragility needs. Performance/limitation notes: focused on protective packaging rather than consumer-facing primary packs. Use in screening: use thermoforming where injection molding would be unnecessarily heavy or expensive.",Thermoformed Packaging Solutions — Nefab — https://www.nefab.com/solutions/packaging-solutions/materials/plastic-packaging/thermoforming/,https://www.nefab.com/solutions/packaging-solutions/materials/plastic-packaging/thermoforming/
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-016,"A Packaging World report on Colgate/Polyplastics shows extrusion blow molding of HDPE/COC achieved about 15% weight reduction, but further reduction caused drop-test failures; injection stretch blow molding then reached 30% reduction with suitable blends.","Material or technology route covered: HDPE/COC bottle lightweighting and process comparison. Packaging format relevance: blow-molded HDPE bottles and rigid liquid containers. Weight/material reduction evidence: about 15% reduction in extrusion blow molding before drop failures; up to 30% reduction through injection stretch blow molding with suitable blends. Cosmetic/personal care transfer relevance: useful for HDPE personal-care bottles and advanced bottle process routes. Premium versus mass-market fit: mass-market and selected personal-care formats. Performance/limitation notes: strong caution source showing over-downgauging can fail drop testing; household-packaging example and COC modification are not direct off-the-shelf beauty solutions. Use in screening: tie downgauging decisions to process route, resin behavior, and drop testing.",When COC Meets HDPE: How Colgate Pushed a Familiar Resin Into New Territory — Packaging World — https://www.packworld.com/rigid/containers-closures/article/22960681/when-coc-meets-hdpe-how-colgate-pushed-a-familiar-resin-into-new-territory,https://www.packworld.com/rigid/containers-closures/article/22960681/when-coc-meets-hdpe-how-colgate-pushed-a-familiar-resin-into-new-territory
11,11_Thin_Wall_Downgauged_Plastic_Packaging,S11-017,"Dow states liquid-packaging materials can be downgauged while maintaining durability and toughness, and links downgauging to drop performance, reduced leak rates, smoother processing, and faster filling.","Material or technology route covered: flexible liquid-packaging materials for downgauging. Packaging format relevance: flexible refill pouches and liquid personal-care packs. Weight/material reduction evidence: downgauging tied to durability, toughness, drop performance, leak rate, processing, and filling speed. Cosmetic/personal care transfer relevance: supports flexible personal-care refill packs where leak/drop/fill performance is critical. Premium versus mass-market fit: strongest for mass-market refill packs; selected premium refill systems possible. Performance/limitation notes: food/liquid-packaging oriented, so cosmetic formula compatibility requires separate validation. Use in screening: flexible downgauging must be judged by seal integrity, leak rate, drop resistance, and filling performance alongside gram reduction.",Spill-Resistant Liquid Packaging Material Solutions — Dow — https://www.dow.com/en-us/market/mkt-packaging/sub-pkg-flexible-packaging/app-pkg-flexible-pkg-food/app4-pkg-flexible-pkg-food-liquid.html,https://www.dow.com/en-us/market/mkt-packaging/sub-pkg-flexible-packaging/app-pkg-flexible-pkg-food/app4-pkg-flexible-pkg-food-liquid.html
